row,age,username,gender,city,state,zip,lat,lng,freq,services,hulu,youtube,Apple TV+,FX,netflix,fuboTV,amazon,PlutoTV,Discovery+,Starz,Showtime,Philo,Crackle,CBS All Access,IMDb TV,Disney+,HBO MAX,NBC,Rent or Buy,FOX,Peacock,Tubi
3239,51,consuelo_gable,Female,Las Cruces,NM,88005,32.3161,-106.7991,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3240,79,joan_oliva,Female,Sewickley,PA,15143,40.557,-80.1578,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'fuboTV': 1}",,,,,,1.0,1.0,,,,,,,,,,,,,,,
3241,59,abbie_joe,Female,Stockport,IA,52651,40.8584,-91.8141,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Tubi': 1}",1.0,,,,,,,,,,,,,,,,,,,,,1.0
3242,34,garfield_osteen,Male,Vining,MN,56588,46.2195,-95.506,2-FEW_TIMES_WEEK,"{'CBS All Access': 1, 'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,
3243,79,may_mccallum,Female,Roebling,NJ,08554,40.1154,-74.7772,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Disney+': 1}",,1.0,,,,,,,,,,,,,,1.0,,,,,,
3244,54,harland_griffin,Male,Randlett,OK,73562,34.174,-98.46,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3245,23,tania_dozier,Female,Huntsville,IL,62344,40.1544,-90.8531,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
3246,70,krystle_mcmillian,Female,San Diego,CA,92164,,,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3247,79,keith_bey,Male,Usk,WA,99180,48.29600000000001,-117.3189,2-FEW_TIMES_WEEK,{'Showtime': 1},,,,,,,,,,,1.0,,,,,,,,,,,
3248,19,cassie_alexander,Female,Clay Center,OH,43408,41.5686,-83.3632,1-DAILY,"{'Philo': 1, 'hulu': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
3249,40,veronica_freeland,Female,San Francisco,CA,94147,37.7749,-122.4194,2-FEW_TIMES_WEEK,{'Discovery+': 1},,,,,,,,,1.0,,,,,,,,,,,,,
3250,63,ross_meier,Male,South Dos Palos,CA,93665,36.9644,-120.6532,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3251,30,tracey_cruse,Female,Cannelburg,IN,47519,38.6698,-86.9983,1-DAILY,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
3252,26,tonya_sperry,Female,Cherrylog,GA,30522,34.7804,-84.3908,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
3253,64,lottie_mohr,Female,Washington,DC,20408,38.8933,-77.0146,2-FEW_TIMES_WEEK,"{'youtube': 1, 'fuboTV': 1}",,1.0,,,,1.0,,,,,,,,,,,,,,,,
3254,20,winifred_lindstrom,Female,Steward,IL,60553,41.8475,-89.0151,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3255,62,sherrie_hammer,Female,Nathrop,CO,81236,38.7103,-106.1166,1-DAILY,"{'amazon': 1, 'youtube': 1, 'Showtime': 1}",,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,
3256,68,julianna_olvera,Female,Mesa,AZ,85207,33.4321,-111.6426,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3257,72,shannon_montague,Male,Olanta,SC,29114,33.9285,-79.9153,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3258,30,gregory_cass,Male,Lauderdale,MS,39335,32.5022,-88.4956,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
3259,32,rena_fennell,Female,Oakdale,TN,37829,36.01,-84.5753,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3260,39,ian_foret,Male,Guilderland,NY,12084,42.6973,-73.8975,2-FEW_TIMES_WEEK,"{'youtube': 1, 'hulu': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
3261,50,martina_fajardo,Female,Fulton,AL,36446,31.7925,-87.72,2-FEW_TIMES_WEEK,"{'CBS All Access': 1, 'netflix': 1}",,,,,1.0,,,,,,,,,1.0,,,,,,,,
3262,44,reba_yost,Female,Freeman Spur,IL,62841,37.8612,-88.9973,1-DAILY,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
3263,19,maya_hall,Female,Westminster,CA,92685,33.7528,-117.9951,1-DAILY,"{'fuboTV': 1, 'amazon': 1, 'youtube': 1}",,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
3264,39,debbie_race,Female,Orem,UT,84059,40.177,-111.536,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3265,26,fredrick_strauss,Male,Webster,PA,15087,40.1851,-79.8487,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,,,,,,1.0,,,,,,,,,,,,,,,
3266,21,laverne_valentin,Male,South Woodstock,CT,06267,41.9439,-71.9453,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3267,32,gertie_judkins,Female,Montfort,WI,53569,42.9757,-90.4447,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1, 'Showtime': 1}",1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,
3268,74,martin_mcleod,Male,Woodward,OK,73802,36.544,-99.3003,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3269,79,miquel_connor,Male,Royston,GA,30662,34.2778,-83.1406,1-DAILY,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
3270,54,jere_furlong,Male,Elliston,VA,24087,37.2165,-80.2325,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
3271,42,lou_ocampo,Female,Woodstock,NY,12498,42.0348,-74.112,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3272,52,lina_fahey,Female,Holt,CA,95234,37.9344,-121.4261,1-DAILY,"{'netflix': 1, 'Philo': 1}",,,,,1.0,,,,,,,1.0,,,,,,,,,,
3273,67,winifred_culbertson,Female,Richlands,VA,24641,37.0941,-81.8123,2-FEW_TIMES_WEEK,"{'PlutoTV': 1, 'HBO MAX': 1, 'amazon': 1}",,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,
3275,67,alfonso_power,Male,Charlotte,NC,28285,35.2271,-80.8431,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3276,48,porter_milam,Male,New Madrid,MO,63869,36.6073,-89.5366,1-DAILY,"{'netflix': 1, 'hulu': 1, 'youtube': 1}",1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
3277,59,lorine_langston,Female,San Jose,CA,95113,37.3329,-121.8916,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3278,55,dianne_reitz,Female,Fort Smith,AR,72904,35.4051,-94.3872,1-DAILY,{'Apple TV+': 1},,,1.0,,,,,,,,,,,,,,,,,,,
3279,60,marcus_holly,Male,Richmond,VA,23227,37.6247,-77.4351,1-DAILY,"{'hulu': 1, 'youtube': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
3280,41,tommie_bagley,Female,Ferguson,KY,42533,37.0677,-84.5927,1-DAILY,"{'HBO MAX': 1, 'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,
3281,37,jospeh_herzog,Male,Provencal,LA,71468,31.5157,-93.1488,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3282,79,nicki_wade,Female,Hanford,CA,93232,36.3275,-119.6457,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
3283,38,lora_cota,Female,Syracuse,OH,45779,38.9976,-81.97399999999998,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
3284,30,mariann_key,Female,Augusta,GA,30917,33.5277,-82.2355,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
3286,31,jacquelyn_kolb,Female,Mount Clemens,MI,48043,42.5978,-82.8823,1-DAILY,"{'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
3287,31,sun_evans,Female,Prudence Island,RI,02872,41.7071,-71.2868,1-DAILY,"{'HBO MAX': 1, 'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,
3288,59,elia_creel,Female,East Hartford,CT,06108,41.7803,-72.618,1-DAILY,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
3289,59,marylou_howe,Female,Knickerbocker,TX,76939,31.2501,-100.592,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3291,22,allison_fannin,Female,Stockbridge,WI,53088,44.0717,-88.29899999999998,1-DAILY,"{'hulu': 1, 'youtube': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
3292,66,erick_whitson,Male,Del Rio,TX,78842,29.412,-100.9342,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
3293,40,andre_stock,Male,Pittsburgh,PA,15263,,,2-FEW_TIMES_WEEK,{'Showtime': 1},,,,,,,,,,,1.0,,,,,,,,,,,
3294,75,taryn_stratton,Female,Grulla,TX,78548,26.2897,-98.6479,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3295,33,alpha_schoonover,Female,Jacksonville,FL,32226,30.4735,-81.5448,1-DAILY,"{'netflix': 1, 'PlutoTV': 1}",,,,,1.0,,,1.0,,,,,,,,,,,,,,
3296,70,von_nielson,Male,Appalachia,VA,24216,36.9438,-82.7976,3-FEWER_THREE_PER_MONTH,{'Discovery+': 1},,,,,,,,,1.0,,,,,,,,,,,,,
3297,44,kellie_linton,Female,Henderson,NE,68371,40.7814,-97.7979,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Tubi': 1}",,,,,1.0,,,,,,,,,,,,,,,,,1.0
3298,25,jules_ballard,Male,Denver,CO,80231,39.6793,-104.8843,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3299,64,buford_dexter,Male,Surprise,AZ,85387,33.7129,-112.4375,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3300,76,michale_shepard,Male,Judsonia,AR,72081,35.325,-91.6491,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3301,30,williams_mullis,Male,Cape May Point,NJ,08212,38.9372,-74.9654,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Apple TV+': 1, 'netflix': 1, 'youtube': 1}",1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
3302,75,merle_brockman,Female,Gallion,AL,36742,32.5298,-87.6985,1-DAILY,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
3303,23,tiara_brannon,Female,Holts Summit,MO,65043,38.6328,-92.1163,1-DAILY,"{'CBS All Access': 1, 'youtube': 1, 'netflix': 1, 'amazon': 1}",,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,,,,
3304,26,noelle_quarles,Female,Steele City,NE,68440,40.0378,-97.0248,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3305,30,jesse_willson,Female,Santa Fe Springs,CA,90670,33.9464,-118.0838,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3306,71,william_hunt,Female,Neffs,PA,18065,40.6967,-75.6116,2-FEW_TIMES_WEEK,"{'Showtime': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
3307,24,emmanuel_barbee,Male,Mount Vernon,NY,10551,40.9126,-73.8371,1-DAILY,"{'netflix': 1, 'Crackle': 1}",,,,,1.0,,,,,,,,1.0,,,,,,,,,
3308,67,wesley_perales,Male,Wilbur,OR,97494,43.3284,-123.3332,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'Discovery+': 1}",,,,,1.0,,,,1.0,,,,,,,,,,,,,
3309,51,bertie_branham,Female,Tell,TX,79259,34.3759,-100.3948,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3310,42,sterling_scruggs,Male,Grover,PA,17735,41.6145,-76.8672,2-FEW_TIMES_WEEK,"{'fuboTV': 1, 'Showtime': 1, 'netflix': 1}",,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,
3311,23,shameka_neill,Female,Dodge,NE,68633,41.7052,-96.8969,3-FEWER_THREE_PER_MONTH,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
3313,77,madeline_brumfield,Female,Fontana,CA,92334,34.0922,-117.435,2-FEW_TIMES_WEEK,"{'amazon': 1, 'Philo': 1, 'youtube': 1}",,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,
3314,48,meredith_greene,Female,Houston,TX,77241,29.834,-95.4342,2-FEW_TIMES_WEEK,{'Rent or Buy': 1},,,,,,,,,,,,,,,,,,,1.0,,,
3315,75,tiffani_keith,Female,Waddell,AZ,85355,33.5673,-112.4387,2-FEW_TIMES_WEEK,{'amazon': 1},,,,,,,1.0,,,,,,,,,,,,,,,
3316,46,clement_simms,Male,Randolph,TX,75475,33.4846,-96.2541,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,
3317,69,edmundo_peterman,Male,Pinson,AL,35126,33.7299,-86.6451,1-DAILY,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
3318,66,flor_rhyne,Female,Worthville,PA,15784,41.0238,-79.1387,1-DAILY,"{'Philo': 1, 'hulu': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
3319,65,carmela_delarosa,Female,Warrensburg,MO,64093,38.7667,-93.7273,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
3320,59,janette_saldivar,Female,Mesa,ID,83643,44.6255,-116.4493,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Tubi': 1}",,,,,1.0,,,,,,,,,,,,,,,,,1.0
3321,35,adelaida_hand,Female,Austin,TX,78764,30.4455,-97.6595,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Tubi': 1}",1.0,,,,,,,,,,,,,,,,,,,,,1.0
3322,36,janette_maynard,Female,Dowagiac,MI,49047,41.99100000000001,-86.1168,1-DAILY,"{'amazon': 1, 'HBO MAX': 1}",,,,,,,1.0,,,,,,,,,,1.0,,,,,
3323,57,lenard_chadwick,Male,Ordway,CO,81063,38.2095,-103.8003,1-DAILY,{'CBS All Access': 1},,,,,,,,,,,,,,1.0,,,,,,,,
3325,25,soon_huddleston,Female,Ann Arbor,MI,48108,42.2328,-83.7015,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'netflix': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
3326,53,tillie_chilton,Female,Agoura Hills,CA,91301,34.1227,-118.7573,1-DAILY,{'amazon': 1},,,,,,,1.0,,,,,,,,,,,,,,,
3327,21,gene_jacobsen,Female,Stillwater,MN,55082,45.0614,-92.8474,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1, 'amazon': 1}",1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
3328,59,granville_gage,Male,Rochester,NY,14673,,,1-DAILY,{'Disney+': 1},,,,,,,,,,,,,,,,1.0,,,,,,
3329,40,seth_hardaway,Male,Butler,TN,37640,36.3282,-81.9856,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'FX': 1}",,,,1.0,,,,,1.0,,,,,,,,,,,,,
3330,66,marnie_ashworth,Female,Statesboro,GA,30460,32.4179,-81.7823,3-FEWER_THREE_PER_MONTH,"{'CBS All Access': 1, 'youtube': 1}",,1.0,,,,,,,,,,,,1.0,,,,,,,,
3332,21,estella_sanches,Female,Valley Springs,CA,95252,38.162,-120.8572,2-FEW_TIMES_WEEK,"{'amazon': 1, 'youtube': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
3333,46,laureen_cowles,Female,Oak Hill,FL,32759,28.87,-80.8551,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1, 'Showtime': 1}",,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,
3334,47,holli_custer,Female,Port Washington,NY,11054,40.7548,-73.6018,1-DAILY,"{'CBS All Access': 1, 'youtube': 1}",,1.0,,,,,,,,,,,,1.0,,,,,,,,
3335,51,ralph_cornell,Male,Echo,UT,84024,40.9892,-111.451,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3337,73,dante_yates,Male,Lisco,NE,69148,41.5114,-102.5498,2-FEW_TIMES_WEEK,{'NBC': 1},,,,,,,,,,,,,,,,,,1.0,,,,
3338,61,josefina_boggs,Female,Morven,NC,28119,34.8511,-80.0025,3-FEWER_THREE_PER_MONTH,"{'PlutoTV': 1, 'netflix': 1}",,,,,1.0,,,1.0,,,,,,,,,,,,,,
3339,62,terrance_sandlin,Male,Manassas,VA,20110,38.7492,-77.4878,1-DAILY,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3340,23,hosea_shell,Male,Roswell,GA,30077,34.0232,-84.3616,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1, 'hulu': 1}",1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
3341,65,mario_mejia,Male,Lismore,MN,56155,43.7339,-95.9682,3-FEWER_THREE_PER_MONTH,{'Discovery+': 1},,,,,,,,,1.0,,,,,,,,,,,,,
3342,76,lavern_moseley,Male,Weymouth,MA,02189,42.214,-70.9203,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3345,63,leola_dailey,Female,Eagle Creek,OR,97022,45.3582,-122.3381,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Discovery+': 1}",,,,,1.0,,,,1.0,,,,,,,,,,,,,
3346,24,scarlett_spann,Female,Peachland,NC,28133,35.0054,-80.2829,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1, 'FX': 1}",,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,
3347,59,chance_grogan,Male,Sprankle Mills,PA,15776,41.0133,-79.11399999999998,1-DAILY,"{'FOX': 1, 'Philo': 1}",,,,,,,,,,,,1.0,,,,,,,,1.0,,
3349,67,benito_orourke,Male,Seadrift,TX,77983,28.4101,-96.7023,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3350,53,rae_christenson,Female,Tustin,CA,92780,33.7364,-117.8229,1-DAILY,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
3351,51,donn_monk,Male,Norristown,PA,19488,,,2-FEW_TIMES_WEEK,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3352,34,chas_meyers,Male,Mckinleyville,CA,95519,40.9465,-124.0834,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
3354,62,raleigh_ricketts,Male,Jeffersonville,OH,43128,39.659,-83.5687,2-FEW_TIMES_WEEK,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3355,18,laura_mason,Female,Billings,MT,59106,45.7753,-108.6519,1-DAILY,"{'netflix': 1, 'CBS All Access': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,
3356,63,kristie_carey,Female,Washington,DC,20056,38.8933,-77.0146,3-FEWER_THREE_PER_MONTH,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
3357,40,toby_gandy,Male,Lake Villa,IL,60046,42.3813,-87.9991,3-FEWER_THREE_PER_MONTH,"{'Apple TV+': 1, 'netflix': 1}",,,1.0,,1.0,,,,,,,,,,,,,,,,,
3358,50,arden_tibbs,Male,Bear Creek,NC,27207,35.6129,-79.3726,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3359,18,lula_andrews,Female,Elizabeth,NJ,07208,40.6747,-74.2239,1-DAILY,"{'amazon': 1, 'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
3360,77,dawna_ivey,Female,Santa Fe,NM,87504,35.687,-105.9378,3-FEWER_THREE_PER_MONTH,{'Discovery+': 1},,,,,,,,,1.0,,,,,,,,,,,,,
3361,49,phoebe_jewell,Female,Woodstock,GA,30189,34.1281,-84.5717,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
3362,27,keneth_wilson,Male,Imlaystown,NJ,08526,40.1623,-74.4759,1-DAILY,"{'HBO MAX': 1, 'hulu': 1, 'Discovery+': 1}",1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,
3363,24,jillian_dang,Female,Englewood,FL,34295,27.086,-82.4389,1-DAILY,"{'hulu': 1, 'fuboTV': 1, 'youtube': 1}",1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
3364,77,carmella_alves,Female,Millersburg,OH,44654,40.5567,-81.8324,2-FEW_TIMES_WEEK,{'IMDb TV': 1},,,,,,,,,,,,,,,1.0,,,,,,,
3365,59,bret_halverson,Male,Augusta,KS,67010,37.6836,-96.9648,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'HBO MAX': 1, 'amazon': 1}",,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,
3366,45,van_moultrie,Male,Rock Camp,OH,45675,38.5367,-82.5327,2-FEW_TIMES_WEEK,"{'Tubi': 1, 'youtube': 1}",,1.0,,,,,,,,,,,,,,,,,,,,1.0
3367,59,aldo_skinner,Male,Peoria,IL,61655,40.7442,-89.7184,3-FEWER_THREE_PER_MONTH,"{'HBO MAX': 1, 'netflix': 1}",,,,,1.0,,,,,,,,,,,,1.0,,,,,
3368,39,tristan_machado,Male,Green Bay,WI,54301,44.482,-88.0205,2-FEW_TIMES_WEEK,"{'amazon': 1, 'CBS All Access': 1, 'youtube': 1}",,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,
3369,64,gustavo_sheets,Male,Easton,PA,18045,40.6957,-75.2865,1-DAILY,"{'netflix': 1, 'hulu': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
3372,22,clarice_barbee,Female,Mac Arthur,WV,25873,37.7517,-81.2148,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'netflix': 1, 'youtube': 1}",1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
3373,76,lina_pearsall,Female,Rockville,MD,20851,39.0763,-77.1234,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
3374,62,olga_villasenor,Female,Palmyra,MO,63461,39.7913,-91.5368,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3375,56,travis_barrios,Male,Munson,PA,16860,40.9468,-78.1718,3-FEWER_THREE_PER_MONTH,{'fuboTV': 1},,,,,,1.0,,,,,,,,,,,,,,,,
3376,55,dottie_goodrich,Female,Sprott,AL,36779,,,2-FEW_TIMES_WEEK,"{'netflix': 1, 'amazon': 1}",,,,,1.0,,1.0,,,,,,,,,,,,,,,
3377,22,sue_rhoden,Female,Danville,IL,61834,40.1602,-87.6729,2-FEW_TIMES_WEEK,"{'Apple TV+': 1, 'netflix': 1}",,,1.0,,1.0,,,,,,,,,,,,,,,,,
3378,25,oralia_brandt,Female,Shady Grove,PA,17256,39.7834,-77.6749,1-DAILY,"{'youtube': 1, 'netflix': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
3379,78,amalia_mast,Female,Mesick,MI,49668,44.4075,-85.7061,1-DAILY,"{'youtube': 1, 'Peacock': 1}",,1.0,,,,,,,,,,,,,,,,,,,1.0,
3380,60,beverley_mccoy,Female,Townville,SC,29689,34.5226,-82.8963,1-DAILY,"{'HBO MAX': 1, 'PlutoTV': 1}",,,,,,,,1.0,,,,,,,,,1.0,,,,,
3381,71,alexander_browder,Male,Clovis,CA,93612,36.8149,-119.7106,2-FEW_TIMES_WEEK,"{'hulu': 1, 'amazon': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
3382,30,tillie_kilpatrick,Female,Eastlake,OH,44097,41.6539,-81.4504,1-DAILY,"{'hulu': 1, 'youtube': 1, 'fuboTV': 1}",1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
3383,72,maura_tisdale,Female,Blandford,MA,01008,42.1829,-72.9361,2-FEW_TIMES_WEEK,{'Discovery+': 1},,,,,,,,,1.0,,,,,,,,,,,,,
3385,45,lino_marquez,Male,Phoenix,AZ,85086,33.8155,-112.1202,2-FEW_TIMES_WEEK,{'NBC': 1},,,,,,,,,,,,,,,,,,1.0,,,,
3386,51,reyna_colson,Female,San Bernardino,CA,92408,34.0831,-117.2711,1-DAILY,{'Showtime': 1},,,,,,,,,,,1.0,,,,,,,,,,,
3387,60,cari_whitson,Female,Flat Lick,KY,40935,36.829,-83.7702,3-FEWER_THREE_PER_MONTH,{'hulu': 1},1.0,,,,,,,,,,,,,,,,,,,,,
3388,24,marlon_braxton,Male,Clearwater,FL,33769,27.8918,-82.7248,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,,
3389,39,carson_simmons,Male,Lyons,KS,67554,38.3349,-98.1831,1-DAILY,{'youtube': 1},,1.0,,,,,,,,,,,,,,,,,,,,
3390,28,della_fannin,Female,San Diego,CA,92106,32.7272,-117.2268,1-DAILY,"{'netflix': 1, 'Peacock': 1, 'youtube': 1}",,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,
3391,46,wilford_koontz,Male,Summer Lake,OR,97640,42.9447,-120.7946,2-FEW_TIMES_WEEK,{'Peacock': 1},,,,,,,,,,,,,,,,,,,,,1.0,
3392,35,stephenie_kruger,Female,Florissant,MO,63031,38.8069,-90.3401,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1, 'youtube': 1}",1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
3393,30,major_macpherson,Male,Porterfield,WI,54159,45.1934,-87.8062,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1, 'amazon': 1}",1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
3394,69,owen_loftis,Male,Friendship,TN,38034,35.909,-89.2453,3-FEWER_THREE_PER_MONTH,{'IMDb TV': 1},,,,,,,,,,,,,,,1.0,,,,,,,
3396,73,theron_surratt,Male,Sulligent,AL,35586,33.8549,-88.1508,3-FEWER_THREE_PER_MONTH,{'netflix': 1},,,,,1.0,,,,,,,,,,,,,,,,,
