row,age,username,first_name,last_name,gender,city,state,zip,freq,services,netflix,amazon,Showtime,youtube,fuboTV,Crackle,Discovery+,CBS All Access,Rent or Buy,Apple TV+,hulu,Philo,FOX,PlutoTV,HBO MAX,Starz,Disney+,IMDb TV,FX,Tubi,NBC,Peacock
571,66,esmeralda_love,Esmeralda,Love,Female,Wellston,MI,49689,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
572,64,ahmed_henke,Ahmed,Henke,Male,Berkeley Heights,NJ,07922,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
573,56,jerry_doe,Jerry,Doe,Male,Corpus Christi,TX,78416,1-DAILY,"{'youtube': 1, 'amazon': 1}",,1.0,,1.0,,,,,,,,,,,,,,,,,,
574,44,iola_montgomery,Iola,Montgomery,Female,Statesville,NC,28687,3-FEWER_THREE_PER_MONTH,"{'hulu': 1, 'Starz': 1}",,,,,,,,,,,1.0,,,,,1.0,,,,,,
575,58,belva_coy,Belva,Coy,Female,Humboldt,TN,38343,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
576,78,lonnie_minton,Lonnie,Minton,Male,Quincy,MI,49082,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
577,31,lou_littleton,Lou,Littleton,Female,Deer,AR,72628,2-FEW_TIMES_WEEK,"{'netflix': 1, 'hulu': 1, 'FX': 1}",1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,
578,26,anderson_forsythe,Anderson,Forsythe,Male,Quinnesec,MI,49876,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Peacock': 1}",,,,1.0,,,,,,,,,,,,,,,,,,1.0
579,67,juli_vaughn,Juli,Vaughn,Female,Pine Bluff,AR,71603,2-FEW_TIMES_WEEK,{'Philo': 1},,,,,,,,,,,,1.0,,,,,,,,,,
580,35,hershel_barnhill,Hershel,Barnhill,Male,Granger,WY,82934,2-FEW_TIMES_WEEK,"{'Peacock': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,,,,,,1.0
581,63,venus_rucker,Venus,Rucker,Female,Bloomington,IL,61791,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
582,42,kari_chung,Kari,Chung,Female,Vici,OK,73859,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
583,72,pedro_cheney,Pedro,Cheney,Male,Washington Mills,NY,13479,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
584,41,beth_miner,Beth,Miner,Female,Dodge,ND,58625,3-FEWER_THREE_PER_MONTH,"{'Philo': 1, 'netflix': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
585,33,isreal_desantis,Isreal,Desantis,Male,Bankston,AL,35542,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Disney+': 1, 'FX': 1}",,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,
586,24,jackson_acosta,Jackson,Acosta,Male,Leslie,MI,49251,2-FEW_TIMES_WEEK,"{'Apple TV+': 1, 'netflix': 1, 'Disney+': 1}",1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,
587,23,hanna_schumacher,Hanna,Schumacher,Female,Longview,TX,75606,2-FEW_TIMES_WEEK,"{'netflix': 1, 'NBC': 1}",1.0,,,,,,,,,,,,,,,,,,,,1.0,
588,61,dallas_stover,Dallas,Stover,Male,Arnot,PA,16911,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
589,20,josefa_roby,Josefa,Roby,Female,Lake City,FL,32024,2-FEW_TIMES_WEEK,{'IMDb TV': 1},,,,,,,,,,,,,,,,,,1.0,,,,
592,70,roxanne_babin,Roxanne,Babin,Female,Nebo,IL,62355,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
594,68,rosalia_embry,Rosalia,Embry,Female,Rockville,MO,64780,3-FEWER_THREE_PER_MONTH,"{'amazon': 1, 'Discovery+': 1}",,1.0,,,,,1.0,,,,,,,,,,,,,,,
595,74,merrill_see,Merrill,See,Male,Tenants Harbor,ME,04860,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'netflix': 1, 'hulu': 1}",1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,
596,57,allie_dellinger,Allie,Dellinger,Female,Hartsville,IN,47244,2-FEW_TIMES_WEEK,"{'Discovery+': 1, 'netflix': 1}",1.0,,,,,,1.0,,,,,,,,,,,,,,,
597,50,abe_oh,Abe,Oh,Male,Check,VA,24072,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
598,78,dominique_gamez,Dominique,Gamez,Male,Mashpee,MA,02649,1-DAILY,"{'amazon': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,,,,,,,,,,,,
599,27,jeremiah_halstead,Jeremiah,Halstead,Male,Winston Salem,NC,27107,2-FEW_TIMES_WEEK,"{'Rent or Buy': 1, 'amazon': 1}",,1.0,,,,,,,1.0,,,,,,,,,,,,,
600,66,raymond_mahan,Raymond,Mahan,Male,Ogden,UT,84407,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
601,76,xavier_martinez,Xavier,Martinez,Male,Southfield,MA,01259,1-DAILY,"{'hulu': 1, 'netflix': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,
602,41,wilbur_hoffman,Wilbur,Hoffman,Male,Crowder,MS,38622,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
603,42,astrid_conger,Astrid,Conger,Female,Santa Fe,TX,77510,1-DAILY,"{'hulu': 1, 'youtube': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
604,34,britt_newby,Britt,Newby,Male,New York,NY,10043,1-DAILY,"{'FOX': 1, 'hulu': 1}",,,,,,,,,,,1.0,,1.0,,,,,,,,,
605,50,allan_oakes,Allan,Oakes,Male,Redwood City,CA,94065,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
606,68,jordan_murry,Jordan,Murry,Female,Ada,MN,56510,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
607,56,maude_roberson,Maude,Roberson,Female,Gibbstown,NJ,08027,2-FEW_TIMES_WEEK,"{'FX': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,,,,,1.0,,,
608,33,cedric_bourque,Cedric,Bourque,Male,Artois,CA,95913,2-FEW_TIMES_WEEK,"{'Crackle': 1, 'hulu': 1}",,,,,,1.0,,,,,1.0,,,,,,,,,,,
609,32,erwin_faison,Erwin,Faison,Male,Cuba,NM,87013,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
611,26,imelda_rupert,Imelda,Rupert,Female,Salisbury Mills,NY,12577,2-FEW_TIMES_WEEK,"{'netflix': 1, 'fuboTV': 1}",1.0,,,,1.0,,,,,,,,,,,,,,,,,
612,61,lucien_cheek,Lucien,Cheek,Male,Paton,IA,50217,3-FEWER_THREE_PER_MONTH,"{'Disney+': 1, 'netflix': 1, 'Starz': 1}",1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,
613,46,leland_gregory,Leland,Gregory,Male,Oneill,NE,68763,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
614,27,justin_renner,Justin,Renner,Male,Leipsic,OH,45856,1-DAILY,"{'Peacock': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,,,,,,1.0
615,47,leroy_eskridge,Leroy,Eskridge,Male,Grand Meadow,MN,55936,2-FEW_TIMES_WEEK,"{'Showtime': 1, 'netflix': 1, 'youtube': 1}",1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
616,26,collette_beebe,Collette,Beebe,Female,Loraine,TX,79532,2-FEW_TIMES_WEEK,"{'Philo': 1, 'youtube': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,,
618,29,ricardo_mcmahan,Ricardo,Mcmahan,Male,Freedom,OK,73842,1-DAILY,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
619,28,bobbie_mclean,Bobbie,Mclean,Female,Axis,AL,36505,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
620,25,francine_quintanilla,Francine,Quintanilla,Female,Huntsville,AR,72740,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1, 'CBS All Access': 1}",1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,
621,62,tori_wakefield,Tori,Wakefield,Female,Danville,CA,94526,2-FEW_TIMES_WEEK,"{'amazon': 1, 'Showtime': 1, 'netflix': 1}",1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
622,33,kristal_becerra,Kristal,Becerra,Female,Sharon Springs,NY,13459,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
623,33,troy_antoine,Troy,Antoine,Male,Villanueva,NM,87583,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1, 'hulu': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
624,53,edna_lackey,Edna,Lackey,Female,Nu Mine,PA,16244,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
625,24,mollie_bostic,Mollie,Bostic,Female,Pinellas Park,FL,33780,1-DAILY,"{'FX': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,,,1.0,,,
626,45,val_keeling,Val,Keeling,Male,Lisco,NE,69148,3-FEWER_THREE_PER_MONTH,"{'CBS All Access': 1, 'netflix': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
627,43,demetria_rooney,Demetria,Rooney,Female,Boone,NC,28608,1-DAILY,"{'netflix': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
628,51,billy_bone,Billy,Bone,Female,Dale,SC,29914,1-DAILY,"{'CBS All Access': 1, 'Disney+': 1}",,,,,,,,1.0,,,,,,,,,1.0,,,,,
629,76,cole_loving,Cole,Loving,Male,Merna,IL,61758,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
631,26,harry_broadway,Harry,Broadway,Male,Magnolia,KY,42757,3-FEWER_THREE_PER_MONTH,"{'Philo': 1, 'youtube': 1}",,,,1.0,,,,,,,,1.0,,,,,,,,,,
632,32,diann_edmondson,Diann,Edmondson,Female,Chalkyitsik,AK,99788,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'hulu': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
634,29,lincoln_archie,Lincoln,Archie,Male,Bedford,MI,49020,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1, 'hulu': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
635,31,samual_odom,Samual,Odom,Male,Long Eddy,NY,12760,2-FEW_TIMES_WEEK,"{'hulu': 1, 'Discovery+': 1, 'PlutoTV': 1}",,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,
636,30,sammy_sowell,Sammy,Sowell,Male,Semora,NC,27343,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
637,39,marvin_tibbetts,Marvin,Tibbetts,Male,Oakland,CA,94611,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
638,27,son_smith,Son,Smith,Male,Miller City,OH,45864,1-DAILY,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
639,19,royal_worley,Royal,Worley,Male,Wilkes Barre,PA,18761,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
640,54,dudley_toler,Dudley,Toler,Male,Fluvanna,TX,79517,3-FEWER_THREE_PER_MONTH,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
641,19,shauna_cady,Shauna,Cady,Female,Fresno,CA,93717,1-DAILY,"{'CBS All Access': 1, 'hulu': 1, 'netflix': 1}",1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,
642,37,lan_tellez,Lan,Tellez,Female,Anaheim,CA,92809,2-FEW_TIMES_WEEK,"{'Crackle': 1, 'youtube': 1, 'hulu': 1}",,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,
643,66,kathi_moore,Kathi,Moore,Female,Manson,NC,27553,3-FEWER_THREE_PER_MONTH,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
644,44,abbie_mcnally,Abbie,Mcnally,Female,Harrah,OK,73045,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
645,30,franklyn_wharton,Franklyn,Wharton,Male,Hobart,WA,98025,2-FEW_TIMES_WEEK,"{'PlutoTV': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,1.0,,,,,,,,
648,52,sara_lockwood,Sara,Lockwood,Female,Cowley,WY,82420,1-DAILY,"{'FX': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,,,1.0,,,
649,29,lindsey_soileau,Lindsey,Soileau,Female,Orson,PA,18449,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
651,42,lance_rand,Lance,Rand,Male,Severance,CO,80546,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
652,36,hector_olvera,Hector,Olvera,Male,Fayetteville,TN,37334,1-DAILY,"{'youtube': 1, 'Starz': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
653,26,reba_ibarra,Reba,Ibarra,Female,Richland,GA,31825,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
655,29,cara_burkhart,Cara,Burkhart,Female,Pittsburgh,PA,15283,1-DAILY,"{'hulu': 1, 'netflix': 1, 'amazon': 1}",1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
656,43,lonnie_granados,Lonnie,Granados,Male,Ashaway,RI,02804,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
657,35,tami_bliss,Tami,Bliss,Female,Stonega,VA,24285,1-DAILY,{'HBO MAX': 1},,,,,,,,,,,,,,,1.0,,,,,,,
658,61,cora_zambrano,Cora,Zambrano,Female,Morrisville,NY,13408,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
659,34,mike_read,Mike,Read,Male,Gerrardstown,WV,25420,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
660,64,sabina_bower,Sabina,Bower,Female,Genoa,OH,43430,2-FEW_TIMES_WEEK,"{'amazon': 1, 'hulu': 1, 'netflix': 1}",1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
661,59,emily_grissom,Emily,Grissom,Female,Harrisburg,IL,62946,2-FEW_TIMES_WEEK,"{'amazon': 1, 'Rent or Buy': 1}",,1.0,,,,,,,1.0,,,,,,,,,,,,,
662,24,ophelia_jamison,Ophelia,Jamison,Female,Miami,FL,33193,2-FEW_TIMES_WEEK,"{'Apple TV+': 1, 'Peacock': 1, 'netflix': 1}",1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0
663,46,freda_rosales,Freda,Rosales,Female,Lovely,KY,41231,1-DAILY,{'Discovery+': 1},,,,,,,1.0,,,,,,,,,,,,,,,
664,46,geraldo_espinosa,Geraldo,Espinosa,Male,Port Henry,NY,12974,2-FEW_TIMES_WEEK,{'Apple TV+': 1},,,,,,,,,,1.0,,,,,,,,,,,,
665,74,clarice_barlow,Clarice,Barlow,Female,Ahsahka,ID,83520,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
666,70,kylie_choi,Kylie,Choi,Female,Blackwell,OK,74631,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
667,78,flora_vo,Flora,Vo,Female,Saint James,LA,70086,3-FEWER_THREE_PER_MONTH,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
668,23,barney_horton,Barney,Horton,Male,New York,NY,10157,1-DAILY,"{'youtube': 1, 'netflix': 1, 'hulu': 1}",1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
669,77,elida_stroud,Elida,Stroud,Female,Enola,PA,17025,3-FEWER_THREE_PER_MONTH,{'FOX': 1},,,,,,,,,,,,,1.0,,,,,,,,,
671,54,chauncey_close,Chauncey,Close,Male,Columbus,MS,39704,2-FEW_TIMES_WEEK,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
672,64,suzette_cavanaugh,Suzette,Cavanaugh,Female,Anselmo,NE,68813,1-DAILY,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
673,47,abraham_coppola,Abraham,Coppola,Male,Des Arc,MO,63636,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
674,45,rolando_cothran,Rolando,Cothran,Male,Rose,NE,68772,2-FEW_TIMES_WEEK,"{'Disney+': 1, 'hulu': 1}",,,,,,,,,,,1.0,,,,,,1.0,,,,,
675,22,bryant_sager,Bryant,Sager,Male,Trilla,IL,62469,3-FEWER_THREE_PER_MONTH,"{'youtube': 1, 'hulu': 1}",,,,1.0,,,,,,,1.0,,,,,,,,,,,
676,36,raven_vaughan,Raven,Vaughan,Female,Augusta,GA,30912,1-DAILY,"{'amazon': 1, 'youtube': 1, 'netflix': 1}",1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
677,26,maya_breland,Maya,Breland,Female,Trafalgar,IN,46181,2-FEW_TIMES_WEEK,"{'Crackle': 1, 'amazon': 1}",,1.0,,,,1.0,,,,,,,,,,,,,,,,
678,26,esteban_marshall,Esteban,Marshall,Male,South Lake Tahoe,CA,96155,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
679,65,earnestine_hussey,Earnestine,Hussey,Female,Queen Creek,AZ,85242,3-FEWER_THREE_PER_MONTH,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
681,31,sharron_charles,Sharron,Charles,Female,Cresson,PA,16630,1-DAILY,"{'amazon': 1, 'Apple TV+': 1, 'hulu': 1, 'Tubi': 1}",,1.0,,,,,,,,1.0,1.0,,,,,,,,,1.0,,
682,59,howard_mooney,Howard,Mooney,Male,Pelham,NY,10803,1-DAILY,"{'HBO MAX': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
683,24,viola_mosby,Viola,Mosby,Female,Mechanic Falls,ME,04256,2-FEW_TIMES_WEEK,"{'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
684,23,mitch_vandiver,Mitch,Vandiver,Male,Powersville,MO,64672,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
685,78,ezra_scruggs,Ezra,Scruggs,Male,Anaktuvuk Pass,AK,99721,1-DAILY,"{'Apple TV+': 1, 'CBS All Access': 1}",,,,,,,,1.0,,1.0,,,,,,,,,,,,
686,78,imogene_melendez,Imogene,Melendez,Female,Opheim,MT,59250,3-FEWER_THREE_PER_MONTH,"{'Showtime': 1, 'amazon': 1}",,1.0,1.0,,,,,,,,,,,,,,,,,,,
687,26,emmitt_hughes,Emmitt,Hughes,Male,May City,IA,51349,1-DAILY,"{'HBO MAX': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,,1.0,,,,,,,
688,67,bryan_musser,Bryan,Musser,Male,Rice,WA,99167,3-FEWER_THREE_PER_MONTH,"{'Peacock': 1, 'youtube': 1}",,,,1.0,,,,,,,,,,,,,,,,,,1.0
689,29,mellisa_jensen,Mellisa,Jensen,Female,Cubero,NM,87014,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Discovery+': 1, 'Disney+': 1}",1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,
690,49,clifton_gerber,Clifton,Gerber,Male,Jefferson,WI,53549,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
691,67,teresa_newberry,Teresa,Newberry,Female,Coalmont,IN,47845,2-FEW_TIMES_WEEK,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
692,76,connie_alicea,Connie,Alicea,Male,Lebanon,TN,37087,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
693,41,bill_houck,Bill,Houck,Male,Dallas,TX,75230,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
695,29,ezekiel_gould,Ezekiel,Gould,Male,Uncle Sam,LA,70792,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
697,19,wally_hanley,Wally,Hanley,Male,Linn,TX,78563,2-FEW_TIMES_WEEK,"{'netflix': 1, 'FOX': 1, 'Tubi': 1}",1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,
698,33,grant_frantz,Grant,Frantz,Male,Meridian,MS,39302,1-DAILY,{'amazon': 1},,1.0,,,,,,,,,,,,,,,,,,,,
699,27,bill_schmitz,Bill,Schmitz,Male,Poolville,TX,76487,2-FEW_TIMES_WEEK,"{'HBO MAX': 1, 'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
700,42,clayton_cotter,Clayton,Cotter,Male,Sulphur Springs,TX,75483,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
701,28,brent_mcallister,Brent,Mcallister,Male,Shandon,OH,45063,2-FEW_TIMES_WEEK,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
702,58,dylan_curran,Dylan,Curran,Male,Portage,MI,49081,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
704,42,randy_hutchinson,Randy,Hutchinson,Male,Pensacola,FL,32505,1-DAILY,"{'netflix': 1, 'Apple TV+': 1}",1.0,,,,,,,,,1.0,,,,,,,,,,,,
705,33,chi_sisco,Chi,Sisco,Male,Williams Bay,WI,53191,2-FEW_TIMES_WEEK,"{'hulu': 1, 'netflix': 1, 'Peacock': 1}",1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0
706,72,joni_olds,Joni,Olds,Female,Sebring,FL,33871,3-FEWER_THREE_PER_MONTH,"{'CBS All Access': 1, 'youtube': 1}",,,,1.0,,,,1.0,,,,,,,,,,,,,,
708,57,jonah_lightner,Jonah,Lightner,Male,El Paso,TX,79927,2-FEW_TIMES_WEEK,"{'netflix': 1, 'Showtime': 1}",1.0,,1.0,,,,,,,,,,,,,,,,,,,
709,32,mervin_logue,Mervin,Logue,Male,Shell Rock,IA,50670,2-FEW_TIMES_WEEK,{'hulu': 1},,,,,,,,,,,1.0,,,,,,,,,,,
710,78,oliver_cazares,Oliver,Cazares,Male,Marietta,GA,30063,3-FEWER_THREE_PER_MONTH,{'PlutoTV': 1},,,,,,,,,,,,,,1.0,,,,,,,,
711,27,mindy_fitzsimmons,Mindy,Fitzsimmons,Female,Forest City,MO,64451,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
712,60,bobby_krause,Bobby,Krause,Male,Jenkintown,PA,19046,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
713,57,abel_maestas,Abel,Maestas,Male,Walkerton,IN,46574,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
715,70,lenard_wenger,Lenard,Wenger,Male,Milwaukee,WI,53219,3-FEWER_THREE_PER_MONTH,"{'netflix': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
716,76,dale_gooden,Dale,Gooden,Male,Fort Worth,TX,76198,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
717,68,marge_grimes,Marge,Grimes,Female,Novato,CA,94945,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
719,44,lauri_poirier,Lauri,Poirier,Female,Tracy,IA,50256,1-DAILY,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
720,36,malinda_dickson,Malinda,Dickson,Female,West Creek,NJ,08092,2-FEW_TIMES_WEEK,"{'PlutoTV': 1, 'netflix': 1}",1.0,,,,,,,,,,,,,1.0,,,,,,,,
721,29,clifford_marquez,Clifford,Marquez,Male,Gaffney,SC,29342,1-DAILY,"{'netflix': 1, 'Philo': 1}",1.0,,,,,,,,,,,1.0,,,,,,,,,,
722,59,margot_gantt,Margot,Gantt,Female,Salitpa,AL,36570,1-DAILY,"{'youtube': 1, 'Starz': 1}",,,,1.0,,,,,,,,,,,,1.0,,,,,,
723,51,giuseppe_sinclair,Giuseppe,Sinclair,Male,Dresden,KS,67635,1-DAILY,{'youtube': 1},,,,1.0,,,,,,,,,,,,,,,,,,
724,74,constance_benitez,Constance,Benitez,Female,Granger,WY,82934,1-DAILY,"{'netflix': 1, 'Tubi': 1}",1.0,,,,,,,,,,,,,,,,,,,1.0,,
725,24,dina_alford,Dina,Alford,Female,Bellevue,WA,98008,2-FEW_TIMES_WEEK,"{'netflix': 1, 'youtube': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,,,
726,59,kathy_thorp,Kathy,Thorp,Female,Ailey,GA,30410,2-FEW_TIMES_WEEK,"{'netflix': 1, 'CBS All Access': 1}",1.0,,,,,,,1.0,,,,,,,,,,,,,,
727,64,jimmy_meek,Jimmy,Meek,Male,Palmyra,NY,14522,2-FEW_TIMES_WEEK,"{'Starz': 1, 'amazon': 1}",,1.0,,,,,,,,,,,,,,1.0,,,,,,
728,74,sandy_hebert,Sandy,Hebert,Male,Nicholls,GA,31554,1-DAILY,"{'FX': 1, 'youtube': 1, 'Showtime': 1}",,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,
729,59,cyril_holm,Cyril,Holm,Male,Saragosa,TX,79780,2-FEW_TIMES_WEEK,{'Crackle': 1},,,,,,1.0,,,,,,,,,,,,,,,,
730,75,hilton_trudeau,Hilton,Trudeau,Male,Las Vegas,NV,89156,2-FEW_TIMES_WEEK,"{'youtube': 1, 'Apple TV+': 1}",,,,1.0,,,,,,1.0,,,,,,,,,,,,
731,72,odis_maki,Odis,Maki,Male,West Brookfield,MA,01585,3-FEWER_THREE_PER_MONTH,{'netflix': 1},1.0,,,,,,,,,,,,,,,,,,,,,
732,57,del_nava,Del,Nava,Male,San Diego,TX,78384,2-FEW_TIMES_WEEK,{'Starz': 1},,,,,,,,,,,,,,,,1.0,,,,,,
733,78,darrell_kraft,Darrell,Kraft,Male,Fremont,NE,68026,2-FEW_TIMES_WEEK,"{'Tubi': 1, 'youtube': 1, 'netflix': 1}",1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,
734,25,henrietta_pitt,Henrietta,Pitt,Female,Washington,DC,20032,1-DAILY,"{'youtube': 1, 'Showtime': 1}",,,1.0,1.0,,,,,,,,,,,,,,,,,,
